id,first_name,last_name,gender,university_name,city_of_residence,field_of_study,category_interest,interest
recz8aLVjEvrZFRzI,Garvin,Verring,Male,Kastamonu Üniversitesi,Kastamonu,Veterinerlik,Sanat ve Yaratıcılık,Yaratıcı Yazarlık
reczBAIepYSwopDl3,Curran,Cahan,Male,İstanbul Arel Üniversitesi,İstanbul,Veterinerlik,Diğer İlgi Alanları,Yemek Yapma
reczBNUNA39MNGKIv,Trey,Annon,Male,Eskişehir Teknik Üniversitesi,Eskişehir,Tıp,Spor ve Sağlık,Dağcılık
reczL0sh4DvzD15Fc,Tripp,Fairnington,Male,Hakkari Üniversitesi,Hakkari,İşletme,Diğer İlgi Alanları,Yemek Yapma
reczSrwN9jKQ7pYAj,Mattie,Hindrick,Male,İzmir Yüksek Teknoloji Enstitüsü,İzmir,Hukuk,Spor ve Sağlık,Dağcılık
reczYm9D1ZX2a61i7,Haley,Twitchett,Male,İstanbul Rumeli Üniversitesi,İstanbul,Tıp,Spor ve Sağlık,Fitness
reczen7ogqVpzUdnp,Regan,McCrum,Male,İstanbul Kultur University,İstanbul,Tarım Bilimleri,Spor ve Sağlık,Yoga
reczlErFxABmSHxgm,Gian,Bascombe,Male,İstanbul Altınbaş Üniversitesi,İstanbul,Tıp,Doğa ve Açık Hava Aktiviteleri,Kampçılık
reczsUsI40fNolYdr,Sandor,Gerram,Male,İstanbul Bilim Üniversitesi,İstanbul,Eczacılık,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
reczwp2DfPSI1Esq1,Eliot,Course,Male,Çukurova Üniversitesi,Adana,İnşaat Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
reczz5g8OZJT2XMA8,Toddie,Fer,Male,Türk-Alman Üniversitesi,İstanbul,İşletme,Diğer İlgi Alanları,Koleksiyonculuk
reczzRk1HztIAB3VL,Eula,Osgar,Female,Sabahattin Zaim Üniversitesi,İstanbul,Tarım Bilimleri,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
